ID, URL, RETWEET ID, TEXT, USER NAME, SCREEN NAME, CREATED, FINDER
1128443569495318528,https://twitter.com/statuses/1128443569495318528,1128448906780499969,"RT @sean_martin: In today's episode #AtTheEdge, I connect with Emily Miller and Dean Weber (@Mocana), and @SecurityTed to look at the curre…","Marco Ciappelli",MarcoCiappelli,"Tue, 14 May 2019 23:55:59 +0000", Foxtrot
1128447509469237248,https://twitter.com/statuses/1128447509469237248,1128448893602226181,"RT @envescent: The top 10 things your business should know about the growing threat of IoT attacks.   #IoTSecurity #Security #Cybersecurity…","Christopher Burnette",Calcaware,"Tue, 14 May 2019 23:55:56 +0000", Foxtrot
1128115354922885120,https://twitter.com/statuses/1128115354922885120,1128448804641021953,"RT @IoTthreats: Consumers Still Concerned About #IoTsecurity and #Privacy Issues https://t.co/WFS9zYg7lD #IoT #AI #InternetOfThings #5G #II…","Airship Mobile",AirshipMobile,"Tue, 14 May 2019 23:55:35 +0000", Foxtrot
1128448792355729408,https://twitter.com/statuses/1128448792355729408,1128448792355729408,"Why a European policy framework for the #IoT matters https://t.co/bju3x27Vz4 https://t.co/ahxqKnSpgF","felipe chavarro",felipechpol,"Tue, 14 May 2019 23:55:32 +0000", Foxtrot
1128114394402054144,https://twitter.com/statuses/1128114394402054144,1128448790451691520,"RT @IoTbulletin: Three Products That Show How #Microsoft Is Leading The #IoT &amp; #Edge Revolution via @forbes https://t.co/ZcjlowlgHR #Azure…","Airship Mobile",AirshipMobile,"Tue, 14 May 2019 23:55:31 +0000", Foxtrot
1128446180042727425,https://twitter.com/statuses/1128446180042727425,1128448744557563905,"RT @schmarzo: Monetize your #IoT initiatives with these tips and you’ll increase the probability of your org’s success. @DataScienceCtrl @H…","Said El Hallay",ElHallay,"Tue, 14 May 2019 23:55:20 +0000", Foxtrot
1128448654208057345,https://twitter.com/statuses/1128448654208057345,1128448654208057345,"#Azure #Sphere Retail and Retail Evaluation feeds https://t.co/d8IdAo9ipN #iot","1050 Electronics",official1050,"Tue, 14 May 2019 23:54:59 +0000", Foxtrot
1128203296987123712,https://twitter.com/statuses/1128203296987123712,1128448645957861376,"RT @RPuettner: #Enterprise View of the #Internet of Things {Infographic} #IoT #BigData #automation #Sensors #IIoT #Marketing #AI #smarthome…","Said El Hallay",ElHallay,"Tue, 14 May 2019 23:54:57 +0000", Foxtrot
1127709693936394245,https://twitter.com/statuses/1127709693936394245,1128448558196088833,"RT @smametz: Music synthesis (chiptune) on the M5Stack ESP32-based development board. Music credit  :  Linus Åkesson #chiptune  #esp32  #M5…","TAKASU@Nico Tech Shenzhen",tks,"Tue, 14 May 2019 23:54:36 +0000", Foxtrot
1128448544401240074,https://twitter.com/statuses/1128448544401240074,1128448544401240074,"IoT Security- it's complicated https://t.co/hx6crYhBnm via @PenTestMag  #pentest #magazine #pentestmag #pentestblog… https://t.co/HnwJGEVU85","Malick",LickosA,"Tue, 14 May 2019 23:54:33 +0000", Foxtrot
1125133816136335362,https://twitter.com/statuses/1125133816136335362,1128448508426584064,"RT @Ronald_vanLoon: Welcome to the restaurant of the future by @IntEngineering |  #Industry40 #Robotics #Automation #InternetOfThings #IoT…","Antonio Cooper",cooperant0nio,"Tue, 14 May 2019 23:54:24 +0000", Foxtrot
1128448438117519361,https://twitter.com/statuses/1128448438117519361,1128448438117519361,"Continuous Deep Learning for Visual Systems | ExpoDX #AI #IoT #IIoT #Machine Learning #DeepLearning… https://t.co/9ruBgd0BEB","CRM_CWS_Cloud",CRM_CWS_Cloud,"Tue, 14 May 2019 23:54:07 +0000", Foxtrot
1128448352197148672,https://twitter.com/statuses/1128448352197148672,1128448352197148672,"#IoT The Clickiest Game Of Tetris You’ll Ever Play, On A Flip-Dot https://t.co/AQ6wl6mmtF #RIoTS","Dragonfly IoT",DragonflyIot,"Tue, 14 May 2019 23:53:47 +0000", Foxtrot
1128230340399702016,https://twitter.com/statuses/1128230340399702016,1128448202393489409,"RT @koenigandbauer: Koenig &amp; Bauer 4.0 continued: we are getting ready for our major #digitalization event. From 16-17 and 20-21 May 2019 w…","Papiro Media",papiro_media,"Tue, 14 May 2019 23:53:11 +0000", Foxtrot
1128446543206416385,https://twitter.com/statuses/1128446543206416385,1128448145317400576,"RT @IoTchannel: The Internet of Things Community – IoT Community, Announces Exclusive Agenda for its Acclaimed 3rd Annual IoT Slam Live 201…","Health Slam",HealthSlam,"Tue, 14 May 2019 23:52:58 +0000", Foxtrot
1128446155061284865,https://twitter.com/statuses/1128446155061284865,1128448136882601984,"RT @adaranetworks: Adara Blog Smart people get it; so can You https://t.co/z4920WlniT  #endofnetworklatency #Tech #AWS #Networks #IoT #Amaz…","SDx Academy",sdxacademy,"Tue, 14 May 2019 23:52:56 +0000", Foxtrot
1128448007253499904,https://twitter.com/statuses/1128448007253499904,1128448007253499904,"""All this is made with the basic shapes""  When a bright young student demonstrates their understanding of the funda… https://t.co/746wl9vprz","stemotics",stemotics,"Tue, 14 May 2019 23:52:25 +0000", Foxtrot
1128448000118927360,https://twitter.com/statuses/1128448000118927360,1128448000118927360,"?? Prices update in $EUR (1 hour):  $EOS - 5.39 €         (+2.0 %) $IOT - 0.33 €         (+0.38 %) $ETC - 5.93 €… https://t.co/giQpIO8Tac","Cryptocurrencies / EUR",cryptosEUR,"Tue, 14 May 2019 23:52:23 +0000", Foxtrot
1128409660770283520,https://twitter.com/statuses/1128409660770283520,1128447985396924416,"RT @virginiakelly78: The #SmartCity Market is approaching $1.5 trillion by 2020 &gt;&gt;&gt; @Frost_Sullivan via @mikeQuindazzi &gt;&gt;&gt; #CyberSecurity #…","Thomas Hilbig 2.0",thomashilbig2,"Tue, 14 May 2019 23:52:19 +0000", Foxtrot
1128447922448809985,https://twitter.com/statuses/1128447922448809985,1128447922448809985,"53% of consumers distrust connected devices to protect their privacy and handle information in a responsible manner… https://t.co/smTx18rYIw","Appdome",appdome,"Tue, 14 May 2019 23:52:04 +0000", Foxtrot
1128447903083769861,https://twitter.com/statuses/1128447903083769861,1128447903083769861,"Three Products That Show How Microsoft Is Leading The #IoT And Edge Revolution via @forbes https://t.co/JKiw2kpgDi","Metaswitch Networks",metaswitch,"Tue, 14 May 2019 23:52:00 +0000", Foxtrot
1128447900915314688,https://twitter.com/statuses/1128447900915314688,1128447900915314688,"Blog Post: Affordable IoT Security Solutions for Collectors Everywhere:  https://t.co/yFEQMdATqY #IoT #security… https://t.co/UddpyrgS3p","Neo",Neo_IoT,"Tue, 14 May 2019 23:51:59 +0000", Foxtrot
1126041644887957505,https://twitter.com/statuses/1126041644887957505,1128447863195934720,"RT @rashidmahboob: Electric water taxi   #future #mydubai #Dubai #innovation #AI #IoT #digitaltransformation #Blockchain #Bigdata #fintech…","Khalid Al Suwaidi",stopthere79,"Tue, 14 May 2019 23:51:50 +0000", Foxtrot
1128404778546016257,https://twitter.com/statuses/1128404778546016257,1128447790357536768,"RT @ConnectedWMag: @ATT is helping local community organizations in @CityofSanJose tackle the digital divide. https://t.co/nqgRmG7ZMF #IoT…","jayeshthakur",jayeshmthakur,"Tue, 14 May 2019 23:51:33 +0000", Foxtrot
1128447777694998529,https://twitter.com/statuses/1128447777694998529,1128447777694998529,"?? Prices update in $USD (1 hour):  $EOS - 6.05 $        (+2.11 %) $IOT - 0.37 $        (-0.05 %) $ETC - 6.64 $… https://t.co/9Ofn0imCbi","Cryptocurrencies / USD",cryptosUSD,"Tue, 14 May 2019 23:51:30 +0000", Foxtrot
1126674934661623808,https://twitter.com/statuses/1126674934661623808,1128447758971674630,"RT @HoloIslandNews: 37 Projects Building on @Holochain  Video by : @HoloCitizen   Full Video : https://t.co/MiQ3uoI7I1  #Holo #Holochain #H…","Cryptofingerz",cryptofingerz,"Tue, 14 May 2019 23:51:25 +0000", Foxtrot
1128252166278459392,https://twitter.com/statuses/1128252166278459392,1128447749706350596,"RT @cgcoii: Antonio Martínez @xixo76 habla de la tecnología #WiWater para conseguir importantes ahorros en comunidades de propietarios medi…","Juan Jose Layda",juanlayda,"Tue, 14 May 2019 23:51:23 +0000", Foxtrot
1128447713538920453,https://twitter.com/statuses/1128447713538920453,1128447713538920453,"IoTBlogs » A Different Way to Deliver Advanced IoT Applications - Electronic Design https://t.co/dhhb3yqGGH ??… https://t.co/VUcLJttdrX","The IoT Cloud ?? by @OpineMediaGroup",TheIoTCloud,"Tue, 14 May 2019 23:51:15 +0000", Foxtrot
1128447403030384641,https://twitter.com/statuses/1128447403030384641,1128447403030384641,"Wearables?—?The Fusion of Human and Computer https://t.co/BCNmNIJYyD #IoT","Internet of Things",TheIoT,"Tue, 14 May 2019 23:50:01 +0000", Foxtrot
1126749308353540096,https://twitter.com/statuses/1126749308353540096,1128447379466792961,"RT @opensistemas: Ven a conocer y escuchar las voces de algunos de los profesionales que están revolucionando sus organizaciones y sectores…","Jose Cacho",JoseCacho25,"Tue, 14 May 2019 23:49:55 +0000", Foxtrot
1128241743017795586,https://twitter.com/statuses/1128241743017795586,1128447366254813185,"RT @GOGLINJF: This #robot can deliver food and clear tables in #restaurants  by @bearrobotics RT @Ronald_vanLoon #IoT #innovation #Robotics…","Souad Souad",Souzzii22,"Tue, 14 May 2019 23:49:52 +0000", Foxtrot
1128447270649835520,https://twitter.com/statuses/1128447270649835520,1128447270649835520,"2020 Mercedes-AMG CLA35 is a a swoopy-sporty New York Auto Show debut - Roadshow: #artificialintelligence #iot ht:… https://t.co/veEzXBvdQq","Kimberly Duncan",kimberl87759219,"Tue, 14 May 2019 23:49:29 +0000", Foxtrot
1128407148302688256,https://twitter.com/statuses/1128407148302688256,1128447203847147520,"RT @STRATISIoT: Version 1.12 out NOW, with new and refined features for mobile users! Committed to making sure residents are secure and #ST…","Jasper Lloyd",JasperSebastien,"Tue, 14 May 2019 23:49:13 +0000", Foxtrot
1103993449760604160,https://twitter.com/statuses/1103993449760604160,1128447185148874754,"RT @cryptosEUR: ?? Prices update in $EUR (1 hour):  $EOS - 3.31 €      (-0.55 %) $IOT - 0.25 €      (-0.18 %) $ETC - 3.78 €      (-1.79 %) $…","EmpireNames",Empire_Names,"Tue, 14 May 2019 23:49:09 +0000", Foxtrot
1128447148314566656,https://twitter.com/statuses/1128447148314566656,1128447148314566656,"Smart manufacturing software programs like FREEDOM™ make timely, detailed information available to everyone in the… https://t.co/eMAsV3dQPj","Freedom IoT",Freedom_IoT,"Tue, 14 May 2019 23:49:00 +0000", Foxtrot
1128441412897464322,https://twitter.com/statuses/1128441412897464322,1128447117050073088,"RT @SAPLeonardo: Top #AI, #machinelearning, and #IoT influencer, @Ronald_vanLoon breaks down our Design to Operate business approach in two…","Security Testing",sectest9,"Tue, 14 May 2019 23:48:52 +0000", Foxtrot
1128446944433643521,https://twitter.com/statuses/1128446944433643521,1128446944433643521,"IoTNews » Vodacom bolsters IOT strategy with acquisition - ITWeb https://t.co/exmo0rsU3J #ITNews on #IoT","Opine?IT by @OpineMediaGroup",OpineIT,"Tue, 14 May 2019 23:48:11 +0000", Foxtrot
1128446940075712512,https://twitter.com/statuses/1128446940075712512,1128446940075712512,"IoTNews » Vodacom bolsters IOT strategy with acquisition - ITWeb https://t.co/YnSRUmXhcL by  #IoTNews #IoT","The IoT Cloud ?? by @OpineMediaGroup",TheIoTCloud,"Tue, 14 May 2019 23:48:10 +0000", Foxtrot
1128446896459194368,https://twitter.com/statuses/1128446896459194368,1128446896459194368,"IoTBlogs » A Different Way to Deliver Advanced IoT Applications - Electronic Design https://t.co/GosJt9yniX #Best #Opines on #IoT by","Opine?BLOGS by @OpineMediaGroup",OpineBLOGS,"Tue, 14 May 2019 23:48:00 +0000", Foxtrot
1128446862447374336,https://twitter.com/statuses/1128446862447374336,1128446862447374336,"#IoT #supplychain https://t.co/MFPIb8EH3t https://t.co/J5vT1oZBIi","Ingo Hilgefort",ihilgefort,"Tue, 14 May 2019 23:47:52 +0000", Foxtrot
1128446818122174465,https://twitter.com/statuses/1128446818122174465,1128446818122174465,"Thirdwayv Announces the AppAuth™ Cybersecurity Software Platform for Mission-Critical IoT Systems - Associated Pres… https://t.co/DTWxP7serm","IoT Security ?? by @TheIoTCloud ??",IoTSecurity,"Tue, 14 May 2019 23:47:41 +0000", Foxtrot
1128446787591839744,https://twitter.com/statuses/1128446787591839744,1128446787591839744,"IoT Applications in Manufacturing - IoT For All https://t.co/LBZnBwoAEW #Opines on #IoT in #MFG #IoTMFG","OpineMFG",OpineMFG,"Tue, 14 May 2019 23:47:34 +0000", Foxtrot
1128277042921922561,https://twitter.com/statuses/1128277042921922561,1128446786639503360,"RT @HoloIslandNews: @Holochain Dev Pulse 28 :  KeyStore, New Admin API Function, and Capability Grants and Claims  https://t.co/j0oicSuSNH…","Minh Chang",MinhChang90,"Tue, 14 May 2019 23:47:34 +0000", Foxtrot
1128446778842460160,https://twitter.com/statuses/1128446778842460160,1128446778842460160,"IoT Applications in Manufacturing - IoT For All https://t.co/I7rfl9JZi2 #Opines on #IoT in MFG #IoTMFG","The IoT Cloud ?? by @OpineMediaGroup",TheIoTCloud,"Tue, 14 May 2019 23:47:32 +0000", Foxtrot
1127841497993203714,https://twitter.com/statuses/1127841497993203714,1129536925889683456,"RT @immersivegaze: Invisible Cloaks!? Soon  #IoT #InternetOfThings #DigitalTransformation #Innovation #SmartCity #Retail #AR #AugmentedReal…","Darren Osborn",DarrenOsborn9,"Fri, 17 May 2019 23:59:23 +0000", Charlie
1127604748016701442,https://twitter.com/statuses/1127604748016701442,1129536823141658624,"RT @troysk704: Some of you might be aware; I have been on a 4 year quest to build a smarthome. I am using and sometimes hacking existing so…","Anand Sankar",smanand_FI,"Fri, 17 May 2019 23:58:59 +0000", Charlie
1129536764924710913,https://twitter.com/statuses/1129536764924710913,1129536764924710913,"?????????51  #??? #???? #????????? #IoT #5G ?????????????????????????????????? ????????????90?????????????????????… https://t.co/ZfDoPNgkqz","??????M?",M52925429,"Fri, 17 May 2019 23:58:45 +0000", Charlie
1129480328144465920,https://twitter.com/statuses/1129480328144465920,1129536718779146240,"RT @HoloIslandNews: Next week we will interview Moritz Bierling, Chief Catalyst for @H_O_L_O_   If anyone in the community has questions fo…","OnlineLagoon",OnlineLagoon,"Fri, 17 May 2019 23:58:34 +0000", Charlie
1129533990577119232,https://twitter.com/statuses/1129533990577119232,1129536491804332033,"RT @thinksysinc: #Infographic ??: In the age disruption, #Cyberthreats are not a #Technology issue but a Business risk, an imperative to sec…","MalTrak News",MaltrakN,"Fri, 17 May 2019 23:57:40 +0000", Charlie
1129292909235384320,https://twitter.com/statuses/1129292909235384320,1129536403879157760,"RT @kimberl87759219: Technologies of the next ERA! #Infographic #tech #technology #innovation #cloud #mobile #cybersecurity #AI #KI #IoT #R…","Santchi",SantchiWeb,"Fri, 17 May 2019 23:57:19 +0000", Charlie
1129528781541203968,https://twitter.com/statuses/1129528781541203968,1129536340016738309,"RT @Ozonetel_KOOKOO: What ensures an intuitive, efficient #contactcenter #UX?  https://t.co/hNWsOAguTN  #callcenter #AI #chatbot #mondayblo…","Link Building Tips 2019",linkbuildingmoz,"Fri, 17 May 2019 23:57:03 +0000", Charlie
1129433192082169856,https://twitter.com/statuses/1129433192082169856,1129536309553319937,"RT @crypto_briefing: #Blockchain shows a lot of promise for #SupplyChain solutions, explains a senior director at @oracle. But other it tak…","Decentralised Cryptocurency Content",CryptoChris17,"Fri, 17 May 2019 23:56:56 +0000", Charlie
1129511939200180224,https://twitter.com/statuses/1129511939200180224,1129535517320785922,"RT @xtactor: Ride off into the #sunset feeling #free  Connected but present  Photo by: Daniel Jensen ”Towards the sun”  ? #skate #longboard…","??????",QFOELr5rHEw33jX,"Fri, 17 May 2019 23:53:47 +0000", Charlie
1129517202426802181,https://twitter.com/statuses/1129517202426802181,1129535473012039680,"RT @Talend: Weekend Reads on @Datanami:  Enterprise Reclaims Role as World’s Data Steward -- https://t.co/kkIYXhMH21  #bigdata #IoT #datama…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:53:37 +0000", Charlie
1127946411415408642,https://twitter.com/statuses/1127946411415408642,1129535420658794496,"RT @Ronald_vanLoon: #Digital #SupplyChain: The Breakthrough of the Logistic Business Network by @hala_zeine @Ronald_vanLoon |   in partners…","Kruno Gajger",KrunoGajger,"Fri, 17 May 2019 23:53:24 +0000", Charlie
1129517265752383488,https://twitter.com/statuses/1129517265752383488,1129535412681052160,"RT @MoneyhealthF: Nasdaq Welcomes Luckin Coffee Inc. (Nasdaq: LK) to The Nasdaq Stock Market Nasdaq Welcomes Luckin Coffee Inc. (Nasdaq: LK…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:53:22 +0000", Charlie
1129517345980997639,https://twitter.com/statuses/1129517345980997639,1129535368926179329,"RT @MoneyhealthF: The Wall Street Blockchain Alliance Responds to SECs Digital Asset Guidance. Applauds Commission’s Effort While Stating t…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:53:12 +0000", Charlie
1128642789229649920,https://twitter.com/statuses/1128642789229649920,1129535309966905346,"RT @Ronald_vanLoon: DigitalTransformation in the #SupplyChain by @Ronald_vanLoon &amp; @hala_zeine |  In partnership with @SAP #HM19 #digitalsu…","Kruno Gajger",KrunoGajger,"Fri, 17 May 2019 23:52:58 +0000", Charlie
1129517743978483712,https://twitter.com/statuses/1129517743978483712,1129535256569081856,"RT @Ronald_vanLoon: 6 Key Requirements for #IoT Success by @Altair_Inc  #BigData #MachineLearning #ArtificialIntelligence #ML #InternetofTh…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:52:45 +0000", Charlie
1126157288979533825,https://twitter.com/statuses/1126157288979533825,1129535254245642241,"RT @Ronald_vanLoon: #AI in #DigitalMarketing helps #Brands to Create Better Connections by @alison_biggan @Ronald_vanLoon|   in partnership…","Kruno Gajger",KrunoGajger,"Fri, 17 May 2019 23:52:45 +0000", Charlie
1129518471040118789,https://twitter.com/statuses/1129518471040118789,1129535192077484032,"RT @resassist: Dear colleagues, we would like to inform you that the deadline for abstract submission has been extended to May 30, 2019. ht…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:52:30 +0000", Charlie
1129535091393171456,https://twitter.com/statuses/1129535091393171456,1129535091393171456,"????????????????????????????????????????? ??CO2???????????? https://t.co/KEnGOZhyFA #???? #co2 #?????????? #cae #???????? #?? #IoT","Tsuyoshi Sakamoto@??????????????????",tentairikigaku,"Fri, 17 May 2019 23:52:06 +0000", Charlie
1129519218695782401,https://twitter.com/statuses/1129519218695782401,1129535079586230272,"RT @sigmaridge: Talking Cognitive Collaboration with Cisco's Amy Chang - UC Today https://t.co/dJDmpQiaJp For more info: https://t.co/aeAIJ…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:52:03 +0000", Charlie
1129337766758821888,https://twitter.com/statuses/1129337766758821888,1129535065765974016,"RT @Thomas_Harrer: Six #technology advancements will have huge impacts on our future #AI #BigData #Robotics #ML #Cloud #IoT #IIoT #FutureOf…","Virginia Kelly",virginiakelly78,"Fri, 17 May 2019 23:52:00 +0000", Charlie
1129254855149727745,https://twitter.com/statuses/1129254855149727745,1129534964360519680,"RT @BigData_Joe: 6 Types of Twitter Social Media Networks [#INFOGRAPHICS]  by @nodexl |  #IoT #InternetOfThings #DigitalMarketing #BigData…","Kimberly Duncan",kimberl87759219,"Fri, 17 May 2019 23:51:35 +0000", Charlie
1129441227345145857,https://twitter.com/statuses/1129441227345145857,1129534947008471040,"RT @THEAdamGabriel: #RT @MikeQuindazzi: 4 ways enterprises are building an #AI-ready #Workforce for the #FutureofWork &gt;&gt;&gt; #PwC via @MikeQui…","Joe Bond",BigData_Joe,"Fri, 17 May 2019 23:51:31 +0000", Charlie
1129415785263325184,https://twitter.com/statuses/1129415785263325184,1129534924619313152,"RT @ScreamingBoxcom: 8 Essential Emerging Technologies  by @antgrasso   #ArtificialIntelligence #AI #ML #DL #DeepLearning #AugmentReality #…","UPDATESFORME",UPDATESFORME,"Fri, 17 May 2019 23:51:26 +0000", Charlie
1129533812071735297,https://twitter.com/statuses/1129533812071735297,1129534910165921793,"RT @yourlocalchurch: SPEAK YOUR VISION IN THE FACE OF CONFORMITY - NO COMPROMISE - SPEAK WHERE YOU'RE GOING NOT WHERE YOU ARE- JesusChristE…","Rstats",rstatstweet,"Fri, 17 May 2019 23:51:22 +0000", Charlie
1129534848627019777,https://twitter.com/statuses/1129534848627019777,1129534848627019777,"#IoT Yet Another Concrete Speaker Build https://t.co/B43pDIMa1C #RIoTS","Dragonfly IoT",DragonflyIot,"Fri, 17 May 2019 23:51:08 +0000", Charlie
1129038907490783232,https://twitter.com/statuses/1129038907490783232,1129534835708403713,"RT @Ronald_vanLoon: Join the Chief Data Officers Panel Discussion with AIG, State of Arkansas &amp; more |  In partnership with @SAP #SAPPHIREN…","Security Testing",sectest9,"Fri, 17 May 2019 23:51:05 +0000", Charlie
1129534776820555783,https://twitter.com/statuses/1129534776820555783,1129534776820555783,".@PwC’s findings are interesting, telling from a potential customer perspective. I’d like to also see a sample of 1… https://t.co/ldcqSy23cM","Sarah Larkin",Sarah_Larkin_A,"Fri, 17 May 2019 23:50:51 +0000", Charlie
1128664334169776128,https://twitter.com/statuses/1128664334169776128,1129534681815367680,"RT @Rom_Duck: RT @BenedicteRios: RT @BigData_Joe: #DataScience Deciphered   via @ravikikan #MachineLearning #Robots #Infographics #startups…","Di993r",di993r,"Fri, 17 May 2019 23:50:28 +0000", Charlie
1129523680009043969,https://twitter.com/statuses/1129523680009043969,1129534620553293824,"RT @clearscale: [Special Offer] Get a FREE Hour With One of Our AWS Certified Solutions Architects. Learn More https://t.co/FTbxg2PEmG #AWS…","NoSQL",NoSQLDigest,"Fri, 17 May 2019 23:50:13 +0000", Charlie
1129359660710940672,https://twitter.com/statuses/1129359660710940672,1129534608343744512,"RT @CoreBTSLI: .@CiscoCollab, @CoreBTS, and @singlewire Present...#Safety &amp; #Security in Schools (K-12 Long Island) ?? ?? Don't miss this a…","Matt Pomara",pomara_matt,"Fri, 17 May 2019 23:50:11 +0000", Charlie
1129524884017750017,https://twitter.com/statuses/1129524884017750017,1129534453829853184,"RT @Ronald_vanLoon: Quantum Computing should supercharge this #machinelearning technique by @willknight @techreview  Learn more https://t.c…","KAD?R ÇET?NÖRGE",kcet72,"Fri, 17 May 2019 23:49:34 +0000", Charlie
1129528094207950853,https://twitter.com/statuses/1129528094207950853,1129534309583351808,"RT @rena_c_tabata: Had a lot of fun at the workshop on solving problems in healthcare! Thank you @HunterHubYYC for having me and @bootkik f…","Bootkik",bootkik,"Fri, 17 May 2019 23:48:59 +0000", Charlie
1129534220269961216,https://twitter.com/statuses/1129534220269961216,1129534220269961216,"Global Cellular Machine to Machine (M2M) Market Overview with Demographic Dat... https://t.co/L9pdG2TF0p #IoT","Internet of Things",TheIoT,"Fri, 17 May 2019 23:48:38 +0000", Charlie
1129534183720644608,https://twitter.com/statuses/1129534183720644608,1129534183720644608,"Real World Examples of IoT in healthcare.   #CalsoftInc #IoT #healthcare #CalsoftData   https://t.co/CieB7oIDtI https://t.co/C9JL6ANfEf","Anupam Bhide",AnupamBhide,"Fri, 17 May 2019 23:48:29 +0000", Charlie
1129534060425035776,https://twitter.com/statuses/1129534060425035776,1129534060425035776,"The 3 top ways to manage the largest solar grids in the world: https://t.co/YSvyeDCEiY #smartgrid #energy… https://t.co/6wObxCYNSy","Aeris Communications",AerisM2M,"Fri, 17 May 2019 23:48:00 +0000", Charlie
1129534058915160064,https://twitter.com/statuses/1129534058915160064,1129534058915160064,"Embedded Programming for the Internet of Things: https://t.co/EuoAh9tE99 #IoT via @iotforall","All Sensors",AllSensors,"Fri, 17 May 2019 23:48:00 +0000", Charlie
1128294154382000129,https://twitter.com/statuses/1128294154382000129,1129534040132997125,"RT @DeepLearn007: Gartner Top 10 Strategic Tech Trends  H/T @ahier @SpirosMargaris @JimMarous @Xbond49 @psb_dc @TheRudinGroup @leimer @ipfc…","La educación es un díalogo",mentis_mutatio,"Fri, 17 May 2019 23:47:55 +0000", Charlie
1129343404683476992,https://twitter.com/statuses/1129343404683476992,1129533995048267778,"RT @marcusborba: Social scores aim to reward or punish citizens in #China via @MikeQuindazzi #AI #facialrecognition #IoT #MachineLearning #…","jayeshthakur",jayeshmthakur,"Fri, 17 May 2019 23:47:44 +0000", Charlie
1129177600549462016,https://twitter.com/statuses/1129177600549462016,1129533992691101696,"RT @MyriotaGlobal: We had an awesome time at @IoTWorldSeries in #SantaClara meeting up with partners and customers. Thanks to everyone that…","ASRI",AustralianSpace,"Fri, 17 May 2019 23:47:44 +0000", Charlie
